"CompoundComparator.java:54"$1$"	 * IllegalStateException is thrown."
"CompoundComparator.java:55"$1$"	 */"
"CompoundComparator.java:56"$1$"	public CompoundComparator() {"
"CompoundComparator.java:57"$1$"		this.comparators = new ArrayList<>();"
"CompoundComparator.java:58"$1$"	}"
"CompoundComparator.java:59"$0$""
"CompoundComparator.java:60"$0$"	/**"
"CompoundComparator.java:61"$0$"	 * Construct a CompoundComparator from the Comparators in the provided array."
"CompoundComparator.java:62"$0$"	 * <p>All Comparators will default to ascending sort order,"
"CompoundComparator.java:63"$0$"	 * unless they are InvertibleComparators."
"CompoundComparator.java:64"$0$"	 * @param comparators the comparators to build into a compound comparator"
"CompoundComparator.java:65"$0$"	 * @see InvertibleComparator"
"CompoundComparator.java:66"$0$"	 */"
"CompoundComparator.java:67"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:68"$1$"	public CompoundComparator(Comparator... comparators) {"
"CompoundComparator.java:69"$1$"		Assert.notNull(comparators, ""Comparators must not be null"");"
"CompoundComparator.java:70"$1$"		this.comparators = new ArrayList<>(comparators.length);"
"CompoundComparator.java:71"$1$"		for (Comparator comparator : comparators) {"
"CompoundComparator.java:72"$1$"			addComparator(comparator);"
"CompoundComparator.java:73"$1$"		}"
"CompoundComparator.java:74"$0$"	}"
"CompoundComparator.java:75"$0$""
"CompoundComparator.java:76"$0$""
"CompoundComparator.java:77"$0$"	/**"
"CompoundComparator.java:78"$0$"	 * Add a Comparator to the end of the chain."
"CompoundComparator.java:79"$0$"	 * <p>The Comparator will default to ascending sort order,"
"CompoundComparator.java:80"$0$"	 * unless it is a InvertibleComparator."
"CompoundComparator.java:81"$0$"	 * @param comparator the Comparator to add to the end of the chain"
"CompoundComparator.java:82"$0$"	 * @see InvertibleComparator"
"CompoundComparator.java:83"$0$"	 */"
"CompoundComparator.java:84"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:85"$1$"	public void addComparator(Comparator<? extends T> comparator) {"
"CompoundComparator.java:86"$1$"		if (comparator instanceof InvertibleComparator) {"
"CompoundComparator.java:87"$1$"			this.comparators.add((InvertibleComparator) comparator);"
"CompoundComparator.java:88"$1$"		}"
"CompoundComparator.java:89"$1$"		else {"
"CompoundComparator.java:90"$1$"			this.comparators.add(new InvertibleComparator(comparator));"
"CompoundComparator.java:91"$1$"		}"
"CompoundComparator.java:92"$0$"	}"
"CompoundComparator.java:93"$0$""
"CompoundComparator.java:94"$0$"	/**"
"CompoundComparator.java:95"$0$"	 * Add a Comparator to the end of the chain using the provided sort order."
"CompoundComparator.java:96"$0$"	 * @param comparator the Comparator to add to the end of the chain"
"CompoundComparator.java:97"$0$"	 * @param ascending the sort order: ascending (true) or descending (false)"
"CompoundComparator.java:98"$0$"	 */"
"CompoundComparator.java:99"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:100"$1$"	public void addComparator(Comparator<? extends T> comparator, boolean ascending) {"
"CompoundComparator.java:101"$1$"		this.comparators.add(new InvertibleComparator(comparator, ascending));"
"CompoundComparator.java:102"$1$"	}"
"CompoundComparator.java:103"$0$""
"CompoundComparator.java:104"$0$"	/**"
"CompoundComparator.java:105"$0$"	 * Replace the Comparator at the given index."
"CompoundComparator.java:106"$0$"	 * <p>The Comparator will default to ascending sort order,"
"CompoundComparator.java:107"$0$"	 * unless it is a InvertibleComparator."
"CompoundComparator.java:108"$0$"	 * @param index the index of the Comparator to replace"
"CompoundComparator.java:109"$0$"	 * @param comparator the Comparator to place at the given index"
"CompoundComparator.java:110"$0$"	 * @see InvertibleComparator"
"CompoundComparator.java:111"$0$"	 */"
"CompoundComparator.java:112"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:113"$1$"	public void setComparator(int index, Comparator<? extends T> comparator) {"
"CompoundComparator.java:114"$1$"		if (comparator instanceof InvertibleComparator) {"
"CompoundComparator.java:115"$1$"			this.comparators.set(index, (InvertibleComparator) comparator);"
"CompoundComparator.java:116"$1$"		}"
"CompoundComparator.java:117"$1$"		else {"
"CompoundComparator.java:118"$1$"			this.comparators.set(index, new InvertibleComparator(comparator));"
"CompoundComparator.java:119"$1$"		}"
"CompoundComparator.java:120"$0$"	}"
"CompoundComparator.java:121"$0$""
"CompoundComparator.java:122"$0$"	/**"
"CompoundComparator.java:123"$0$"	 * Replace the Comparator at the given index using the given sort order."
"CompoundComparator.java:124"$0$"	 * @param index the index of the Comparator to replace"
"CompoundComparator.java:125"$0$"	 * @param comparator the Comparator to place at the given index"
"CompoundComparator.java:126"$0$"	 * @param ascending the sort order: ascending (true) or descending (false)"
"CompoundComparator.java:127"$0$"	 */"
"CompoundComparator.java:128"$1$"	public void setComparator(int index, Comparator<T> comparator, boolean ascending) {"
"CompoundComparator.java:129"$1$"		this.comparators.set(index, new InvertibleComparator<>(comparator, ascending));"
"CompoundComparator.java:130"$1$"	}"
"CompoundComparator.java:131"$0$""
"CompoundComparator.java:132"$0$"	/**"
"CompoundComparator.java:133"$0$"	 * Invert the sort order of each sort definition contained by this compound"
"CompoundComparator.java:134"$0$"	 * comparator."
"CompoundComparator.java:135"$0$"	 */"
"CompoundComparator.java:136"$1$"	public void invertOrder() {"
"CompoundComparator.java:137"$1$"		for (InvertibleComparator comparator : this.comparators) {"
"CompoundComparator.java:138"$1$"			comparator.invertOrder();"
"CompoundComparator.java:139"$1$"		}"
"CompoundComparator.java:140"$0$"	}"
"CompoundComparator.java:141"$0$""
"CompoundComparator.java:142"$0$"	/**"
"CompoundComparator.java:143"$0$"	 * Invert the sort order of the sort definition at the specified index."
"CompoundComparator.java:144"$0$"	 * @param index the index of the comparator to invert"
"CompoundComparator.java:145"$0$"	 */"
"CompoundComparator.java:146"$1$"	public void invertOrder(int index) {"
"CompoundComparator.java:147"$1$"		this.comparators.get(index).invertOrder();"
"CompoundComparator.java:148"$1$"	}"
"CompoundComparator.java:149"$0$""
"CompoundComparator.java:150"$0$"	/**"
"CompoundComparator.java:151"$0$"	 * Change the sort order at the given index to ascending."
"CompoundComparator.java:152"$0$"	 * @param index the index of the comparator to change"
"CompoundComparator.java:153"$0$"	 */"
"CompoundComparator.java:154"$1$"	public void setAscendingOrder(int index) {"
"CompoundComparator.java:155"$1$"		this.comparators.get(index).setAscending(true);"
"CompoundComparator.java:156"$1$"	}"
"CompoundComparator.java:157"$0$""
"CompoundComparator.java:158"$0$"	/**"
"CompoundComparator.java:159"$0$"	 * Change the sort order at the given index to descending sort."
"CompoundComparator.java:160"$0$"	 * @param index the index of the comparator to change"
"CompoundComparator.java:161"$0$"	 */"
"CompoundComparator.java:162"$1$"	public void setDescendingOrder(int index) {"
"CompoundComparator.java:163"$1$"		this.comparators.get(index).setAscending(false);"
"CompoundComparator.java:164"$1$"	}"
"CompoundComparator.java:165"$0$""
"CompoundComparator.java:166"$0$"	/**"
"CompoundComparator.java:167"$0$"	 * Returns the number of aggregated comparators."
"CompoundComparator.java:168"$0$"	 */"
"CompoundComparator.java:169"$1$"	public int getComparatorCount() {"
"CompoundComparator.java:170"$1$"		return this.comparators.size();"
"CompoundComparator.java:171"$1$"	}"
"CompoundComparator.java:172"$0$""
"CompoundComparator.java:173"$0$""
"CompoundComparator.java:174"$0$"	@Override"
"CompoundComparator.java:175"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:176"$1$"	public int compare(T o1, T o2) {"
"CompoundComparator.java:177"$1$"		Assert.state(!this.comparators.isEmpty(),"
"CompoundComparator.java:178"$1$"				""No sort definitions have been added to this CompoundComparator to compare"");"
"CompoundComparator.java:179"$1$"		for (InvertibleComparator comparator : this.comparators) {"
"CompoundComparator.java:180"$1$"			int result = comparator.compare(o1, o2);"
"CompoundComparator.java:181"$1$"			if (result != 0) {"
"CompoundComparator.java:182"$1$"				return result;"
"CompoundComparator.java:183"$1$"			}"
"CompoundComparator.java:184"$0$"		}"
"CompoundComparator.java:185"$0$"		return 0;"
"CompoundComparator.java:186"$0$"	}"
"CompoundComparator.java:187"$0$""
"CompoundComparator.java:188"$0$""
"CompoundComparator.java:189"$0$"	@Override"
"CompoundComparator.java:190"$0$"	@SuppressWarnings(""unchecked"")"
"CompoundComparator.java:191"$1$"	public boolean equals(@Nullable Object other) {"
"CompoundComparator.java:192"$1$"		return (this == other || (other instanceof CompoundComparator &&"
"CompoundComparator.java:193"$1$"				this.comparators.equals(((CompoundComparator<T>) other).comparators)));"
"CompoundComparator.java:194"$1$"	}"
"CompoundComparator.java:195"$0$""
"CompoundComparator.java:196"$0$"	@Override"
"CompoundComparator.java:197"$1$"	public int hashCode() {"
"CompoundComparator.java:198"$1$"		return this.comparators.hashCode();"
"CompoundComparator.java:199"$1$"	}"
"CompoundComparator.java:200"$0$""
"CompoundComparator.java:201"$0$"	@Override"
"CompoundComparator.java:202"$1$"	public String toString() {"
"CompoundComparator.java:203"$1$"		return ""CompoundComparator: "" + this.comparators;"
"CompoundComparator.java:204"$1$"	}"
"CompoundComparator.java:205"$0$""
"CompoundComparator.java:206"$0$"}"
"GenericTypeResolver.java:1"$0$"/*"
"GenericTypeResolver.java:2"$0$" * Copyright 2002-2020 the original author or authors."
"GenericTypeResolver.java:3"$0$" *"
"GenericTypeResolver.java:4"$0$" * Licensed under the Apache License, Version 2.0 (the ""License"");"
"GenericTypeResolver.java:5"$0$" * you may not use this file except in compliance with the License."
"GenericTypeResolver.java:6"$0$" * You may obtain a copy of the License at"
"GenericTypeResolver.java:7"$0$" *"
"GenericTypeResolver.java:8"$0$" *      https://www.apache.org/licenses/LICENSE-2.0"
"GenericTypeResolver.java:9"$0$" *"
"GenericTypeResolver.java:10"$0$" * Unless required by applicable law or agreed to in writing, software"
"GenericTypeResolver.java:11"$0$" * distributed under the License is distributed on an ""AS IS"" BASIS,"
"GenericTypeResolver.java:12"$0$" * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied."
"GenericTypeResolver.java:13"$0$" * See the License for the specific language governing permissions and"
"GenericTypeResolver.java:14"$0$" * limitations under the License."
"GenericTypeResolver.java:15"$0$" */"
"GenericTypeResolver.java:16"$0$""
"GenericTypeResolver.java:17"$0$"package org.springframework.core;"
"GenericTypeResolver.java:18"$0$""
"GenericTypeResolver.java:19"$0$"import java.lang.reflect.Method;"
"GenericTypeResolver.java:20"$0$"import java.lang.reflect.ParameterizedType;"
"GenericTypeResolver.java:21"$0$"import java.lang.reflect.Type;"
"GenericTypeResolver.java:22"$0$"import java.lang.reflect.TypeVariable;"
"GenericTypeResolver.java:23"$0$"import java.lang.reflect.WildcardType;"
"GenericTypeResolver.java:24"$0$"import java.util.Collections;"
"GenericTypeResolver.java:25"$0$"import java.util.HashMap;"
"GenericTypeResolver.java:26"$0$"import java.util.Map;"
"GenericTypeResolver.java:27"$0$""
"GenericTypeResolver.java:28"$0$"import org.springframework.lang.Nullable;"
"GenericTypeResolver.java:29"$0$"import org.springframework.util.Assert;"
"GenericTypeResolver.java:30"$0$"import org.springframework.util.ConcurrentReferenceHashMap;"
"GenericTypeResolver.java:31"$0$""
"GenericTypeResolver.java:32"$0$"/**"
"GenericTypeResolver.java:33"$0$" * Helper class for resolving generic types against type variables."
"GenericTypeResolver.java:34"$0$" *"
"GenericTypeResolver.java:35"$0$" * <p>Mainly intended for usage within the framework, resolving method"
"GenericTypeResolver.java:36"$0$" * parameter types even when they are declared generically."
"GenericTypeResolver.java:37"$0$" *"
"GenericTypeResolver.java:38"$0$" * @author Juergen Hoeller"
"GenericTypeResolver.java:39"$0$" * @author Rob Harrop"
"GenericTypeResolver.java:40"$0$" * @author Sam Brannen"
"GenericTypeResolver.java:41"$0$" * @author Phillip Webb"
"GenericTypeResolver.java:42"$0$" * @since 2.5.2"
"GenericTypeResolver.java:43"$0$" */"
"GenericTypeResolver.java:44"$1$"public final class GenericTypeResolver {"
"GenericTypeResolver.java:45"$1$""
"GenericTypeResolver.java:46"$1$"	/** Cache from Class to TypeVariable Map. */"
"GenericTypeResolver.java:47"$1$"	@SuppressWarnings(""rawtypes"")"
"GenericTypeResolver.java:48"$1$"	private static final Map<Class<?>, Map<TypeVariable, Type>> typeVariableCache = new ConcurrentReferenceHashMap<>();"
"GenericTypeResolver.java:49"$1$""
"GenericTypeResolver.java:50"$1$""
"GenericTypeResolver.java:51"$1$"	private GenericTypeResolver() {"
"GenericTypeResolver.java:52"$1$"	}"
"GenericTypeResolver.java:53"$0$""
"GenericTypeResolver.java:54"$0$""
"GenericTypeResolver.java:55"$0$"	/**"
"GenericTypeResolver.java:56"$0$"	 * Determine the target type for the given generic parameter type."
"GenericTypeResolver.java:57"$0$"	 * @param methodParameter the method parameter specification"
"GenericTypeResolver.java:58"$0$"	 * @param implementationClass the class to resolve type variables against"
"GenericTypeResolver.java:59"$0$"	 * @return the corresponding generic parameter or return type"
"GenericTypeResolver.java:60"$1$"	 * @deprecated since 5.2 in favor of {@code methodParameter.withContainingClass(implementationClass).getParameterType()}"
"GenericTypeResolver.java:61"$0$"	 */"
"GenericTypeResolver.java:62"$0$"	@Deprecated"
"GenericTypeResolver.java:63"$1$"	public static Class<?> resolveParameterType(MethodParameter methodParameter, Class<?> implementationClass) {"
"GenericTypeResolver.java:64"$1$"		Assert.notNull(methodParameter, ""MethodParameter must not be null"");"
"GenericTypeResolver.java:65"$1$"		Assert.notNull(implementationClass, ""Class must not be null"");"
"GenericTypeResolver.java:66"$1$"		methodParameter.setContainingClass(implementationClass);"
"GenericTypeResolver.java:67"$1$"		return methodParameter.getParameterType();"
"GenericTypeResolver.java:68"$1$"	}"
"GenericTypeResolver.java:69"$0$""
"GenericTypeResolver.java:70"$0$"	/**"
"GenericTypeResolver.java:71"$0$"	 * Determine the target type for the generic return type of the given method,"
"GenericTypeResolver.java:72"$0$"	 * where formal type variables are declared on the given class."
"GenericTypeResolver.java:73"$0$"	 * @param method the method to introspect"
"GenericTypeResolver.java:74"$0$"	 * @param clazz the class to resolve type variables against"
"GenericTypeResolver.java:75"$0$"	 * @return the corresponding generic parameter or return type"
"GenericTypeResolver.java:76"$0$"	 */"
"GenericTypeResolver.java:77"$1$"	public static Class<?> resolveReturnType(Method method, Class<?> clazz) {"
"GenericTypeResolver.java:78"$1$"		Assert.notNull(method, ""Method must not be null"");"
"GenericTypeResolver.java:79"$1$"		Assert.notNull(clazz, ""Class must not be null"");"
"GenericTypeResolver.java:80"$1$"		return ResolvableType.forMethodReturnType(method, clazz).resolve(method.getReturnType());"
"GenericTypeResolver.java:81"$1$"	}"
"GenericTypeResolver.java:82"$0$""
"GenericTypeResolver.java:83"$0$"	/**"
"GenericTypeResolver.java:84"$0$"	 * Resolve the single type argument of the given generic interface against the given"
"GenericTypeResolver.java:85"$0$"	 * target method which is assumed to return the given interface or an implementation"
"GenericTypeResolver.java:86"$0$"	 * of it."
"GenericTypeResolver.java:87"$0$"	 * @param method the target method to check the return type of"
"GenericTypeResolver.java:88"$0$"	 * @param genericIfc the generic interface or superclass to resolve the type argument from"
"GenericTypeResolver.java:89"$1$"	 * @return the resolved parameter type of the method return type, or {@code null}"
"GenericTypeResolver.java:90"$1$"	 * if not resolvable or if the single argument is of type {@link WildcardType}."
"GenericTypeResolver.java:91"$0$"	 */"
"GenericTypeResolver.java:92"$0$"	@Nullable"
"GenericTypeResolver.java:93"$1$"	public static Class<?> resolveReturnTypeArgument(Method method, Class<?> genericIfc) {"
"GenericTypeResolver.java:94"$1$"		Assert.notNull(method, ""Method must not be null"");"
"GenericTypeResolver.java:95"$1$"		ResolvableType resolvableType = ResolvableType.forMethodReturnType(method).as(genericIfc);"
"GenericTypeResolver.java:96"$1$"		if (!resolvableType.hasGenerics() || resolvableType.getType() instanceof WildcardType) {"
"GenericTypeResolver.java:97"$1$"			return null;"
"GenericTypeResolver.java:98"$1$"		}"
"GenericTypeResolver.java:99"$0$"		return getSingleGeneric(resolvableType);"
"GenericTypeResolver.java:100"$0$"	}"
"GenericTypeResolver.java:101"$0$""
"GenericTypeResolver.java:102"$0$"	/**"
"GenericTypeResolver.java:103"$0$"	 * Resolve the single type argument of the given generic interface against"
"GenericTypeResolver.java:104"$0$"	 * the given target class which is assumed to implement the generic interface"
"GenericTypeResolver.java:105"$0$"	 * and possibly declare a concrete type for its type variable."
"GenericTypeResolver.java:106"$0$"	 * @param clazz the target class to check against"
"GenericTypeResolver.java:107"$0$"	 * @param genericIfc the generic interface or superclass to resolve the type argument from"
"GenericTypeResolver.java:108"$1$"	 * @return the resolved type of the argument, or {@code null} if not resolvable"
"GenericTypeResolver.java:109"$0$"	 */"
"GenericTypeResolver.java:110"$0$"	@Nullable"
"GenericTypeResolver.java:111"$1$"	public static Class<?> resolveTypeArgument(Class<?> clazz, Class<?> genericIfc) {"
"GenericTypeResolver.java:112"$1$"		ResolvableType resolvableType = ResolvableType.forClass(clazz).as(genericIfc);"
"GenericTypeResolver.java:113"$1$"		if (!resolvableType.hasGenerics()) {"
"GenericTypeResolver.java:114"$1$"			return null;"
"GenericTypeResolver.java:115"$1$"		}"
"GenericTypeResolver.java:116"$0$"		return getSingleGeneric(resolvableType);"
"GenericTypeResolver.java:117"$0$"	}"
"GenericTypeResolver.java:118"$0$""
"GenericTypeResolver.java:119"$0$"	@Nullable"
"GenericTypeResolver.java:120"$1$"	private static Class<?> getSingleGeneric(ResolvableType resolvableType) {"
"GenericTypeResolver.java:121"$1$"		Assert.isTrue(resolvableType.getGenerics().length == 1,"
"GenericTypeResolver.java:122"$1$"				() -> ""Expected 1 type argument on generic interface ["" + resolvableType +"
"GenericTypeResolver.java:123"$1$"				""] but found "" + resolvableType.getGenerics().length);"
"GenericTypeResolver.java:124"$1$"		return resolvableType.getGeneric().resolve();"
"GenericTypeResolver.java:125"$1$"	}"
"GenericTypeResolver.java:126"$0$""
"GenericTypeResolver.java:127"$0$""
"GenericTypeResolver.java:128"$0$"	/**"
"GenericTypeResolver.java:129"$0$"	 * Resolve the type arguments of the given generic interface against the given"
"GenericTypeResolver.java:130"$0$"	 * target class which is assumed to implement the generic interface and possibly"
"GenericTypeResolver.java:131"$0$"	 * declare concrete types for its type variables."
"GenericTypeResolver.java:132"$0$"	 * @param clazz the target class to check against"
"GenericTypeResolver.java:133"$0$"	 * @param genericIfc the generic interface or superclass to resolve the type argument from"
"GenericTypeResolver.java:134"$0$"	 * @return the resolved type of each argument, with the array size matching the"
"GenericTypeResolver.java:135"$1$"	 * number of actual type arguments, or {@code null} if not resolvable"
"GenericTypeResolver.java:136"$0$"	 */"
"GenericTypeResolver.java:137"$0$"	@Nullable"
"GenericTypeResolver.java:138"$1$"	public static Class<?>[] resolveTypeArguments(Class<?> clazz, Class<?> genericIfc) {"
"GenericTypeResolver.java:139"$1$"		ResolvableType type = ResolvableType.forClass(clazz).as(genericIfc);"
"GenericTypeResolver.java:140"$1$"		if (!type.hasGenerics() || type.isEntirelyUnresolvable()) {"
"GenericTypeResolver.java:141"$1$"			return null;"
"GenericTypeResolver.java:142"$1$"		}"
"GenericTypeResolver.java:143"$0$"		return type.resolveGenerics(Object.class);"
"GenericTypeResolver.java:144"$0$"	}"
"GenericTypeResolver.java:145"$0$""
"GenericTypeResolver.java:146"$0$"	/**"
"GenericTypeResolver.java:147"$0$"	 * Resolve the given generic type against the given context class,"
"GenericTypeResolver.java:148"$0$"	 * substituting type variables as far as possible."
"GenericTypeResolver.java:149"$0$"	 * @param genericType the (potentially) generic type"
"GenericTypeResolver.java:150"$0$"	 * @param contextClass a context class for the target type, for example a class"
"GenericTypeResolver.java:151"$1$"	 * in which the target type appears in a method signature (can be {@code null})"
"GenericTypeResolver.java:152"$0$"	 * @return the resolved type (possibly the given generic type as-is)"
"GenericTypeResolver.java:153"$0$"	 * @since 5.0"
"GenericTypeResolver.java:154"$0$"	 */"
"GenericTypeResolver.java:155"$1$"	public static Type resolveType(Type genericType, @Nullable Class<?> contextClass) {"
"GenericTypeResolver.java:156"$1$"		if (contextClass != null) {"
"GenericTypeResolver.java:157"$1$"			if (genericType instanceof TypeVariable) {"
"GenericTypeResolver.java:158"$1$"				ResolvableType resolvedTypeVariable = resolveVariable("
"GenericTypeResolver.java:159"$1$"						(TypeVariable<?>) genericType, ResolvableType.forClass(contextClass));"
"GenericTypeResolver.java:160"$1$"				if (resolvedTypeVariable != ResolvableType.NONE) {"
"GenericTypeResolver.java:161"$1$"					Class<?> resolved = resolvedTypeVariable.resolve();"
"GenericTypeResolver.java:162"$1$"					if (resolved != null) {"
"GenericTypeResolver.java:163"$1$"						return resolved;"
"GenericTypeResolver.java:164"$1$"					}"
"GenericTypeResolver.java:165"$0$"				}"
"GenericTypeResolver.java:166"$0$"			}"
"GenericTypeResolver.java:167"$1$"			else if (genericType instanceof ParameterizedType) {"
"GenericTypeResolver.java:168"$1$"				ResolvableType resolvedType = ResolvableType.forType(genericType);"
"GenericTypeResolver.java:169"$1$"				if (resolvedType.hasUnresolvableGenerics()) {"
"GenericTypeResolver.java:170"$1$"					ParameterizedType parameterizedType = (ParameterizedType) genericType;"
"GenericTypeResolver.java:171"$1$"					Class<?>[] generics = new Class<?>[parameterizedType.getActualTypeArguments().length];"
"GenericTypeResolver.java:172"$1$"					Type[] typeArguments = parameterizedType.getActualTypeArguments();"
"GenericTypeResolver.java:173"$1$"					ResolvableType contextType = ResolvableType.forClass(contextClass);"
"GenericTypeResolver.java:174"$1$"					for (int i = 0; i < typeArguments.length; i++) {"
"GenericTypeResolver.java:175"$1$"						Type typeArgument = typeArguments[i];"
"GenericTypeResolver.java:176"$1$"						if (typeArgument instanceof TypeVariable) {"
"GenericTypeResolver.java:177"$1$"							ResolvableType resolvedTypeArgument = resolveVariable("
"GenericTypeResolver.java:178"$1$"									(TypeVariable<?>) typeArgument, contextType);"
"GenericTypeResolver.java:179"$1$"							if (resolvedTypeArgument != ResolvableType.NONE) {"
"GenericTypeResolver.java:180"$1$"								generics[i] = resolvedTypeArgument.resolve();"
"GenericTypeResolver.java:181"$1$"							}"
"GenericTypeResolver.java:182"$1$"							else {"
"GenericTypeResolver.java:183"$1$"								generics[i] = ResolvableType.forType(typeArgument).resolve();"
"GenericTypeResolver.java:184"$1$"							}"
"GenericTypeResolver.java:185"$0$"						}"
"GenericTypeResolver.java:186"$1$"						else {"
"GenericTypeResolver.java:187"$1$"							generics[i] = ResolvableType.forType(typeArgument).resolve();"
"GenericTypeResolver.java:188"$1$"						}"
"GenericTypeResolver.java:189"$0$"					}"
"GenericTypeResolver.java:190"$0$"					Class<?> rawClass = resolvedType.getRawClass();"
"GenericTypeResolver.java:191"$1$"					if (rawClass != null) {"
"GenericTypeResolver.java:192"$1$"						return ResolvableType.forClassWithGenerics(rawClass, generics).getType();"
"GenericTypeResolver.java:193"$1$"					}"
"GenericTypeResolver.java:194"$0$"				}"
"GenericTypeResolver.java:195"$0$"			}"
"GenericTypeResolver.java:196"$0$"		}"
"GenericTypeResolver.java:197"$0$"		return genericType;"
"GenericTypeResolver.java:198"$0$"	}"
"GenericTypeResolver.java:199"$0$""
"GenericTypeResolver.java:200"$1$"	private static ResolvableType resolveVariable(TypeVariable<?> typeVariable, ResolvableType contextType) {"
"GenericTypeResolver.java:201"$1$"		ResolvableType resolvedType;"
"GenericTypeResolver.java:202"$1$"		if (contextType.hasGenerics()) {"
"GenericTypeResolver.java:203"$1$"			resolvedType = ResolvableType.forType(typeVariable, contextType);"
"GenericTypeResolver.java:204"$1$"			if (resolvedType.resolve() != null) {"
"GenericTypeResolver.java:205"$1$"				return resolvedType;"
"GenericTypeResolver.java:206"$1$"			}"
"GenericTypeResolver.java:207"$0$"		}"
"GenericTypeResolver.java:208"$0$""
"GenericTypeResolver.java:209"$0$"		ResolvableType superType = contextType.getSuperType();"
"GenericTypeResolver.java:210"$1$"		if (superType != ResolvableType.NONE) {"
"GenericTypeResolver.java:211"$1$"			resolvedType = resolveVariable(typeVariable, superType);"
"GenericTypeResolver.java:212"$1$"			if (resolvedType.resolve() != null) {"
"GenericTypeResolver.java:213"$1$"				return resolvedType;"
"GenericTypeResolver.java:214"$1$"			}"
"GenericTypeResolver.java:215"$0$"		}"
"GenericTypeResolver.java:216"$1$"		for (ResolvableType ifc : contextType.getInterfaces()) {"
"GenericTypeResolver.java:217"$1$"			resolvedType = resolveVariable(typeVariable, ifc);"
"GenericTypeResolver.java:218"$1$"			if (resolvedType.resolve() != null) {"
"GenericTypeResolver.java:219"$1$"				return resolvedType;"
"GenericTypeResolver.java:220"$1$"			}"
"GenericTypeResolver.java:221"$0$"		}"
"GenericTypeResolver.java:222"$0$"		return ResolvableType.NONE;"
"GenericTypeResolver.java:223"$0$"	}"
"GenericTypeResolver.java:224"$0$""
"GenericTypeResolver.java:225"$0$"	/**"
"GenericTypeResolver.java:226"$0$"	 * Resolve the specified generic type against the given TypeVariable map."
"GenericTypeResolver.java:227"$0$"	 * <p>Used by Spring Data."
"GenericTypeResolver.java:228"$0$"	 * @param genericType the generic type to resolve"
"GenericTypeResolver.java:229"$0$"	 * @param map the TypeVariable Map to resolved against"
"GenericTypeResolver.java:230"$1$"	 * @return the type if it resolves to a Class, or {@code Object.class} otherwise"
"GenericTypeResolver.java:231"$0$"	 */"
"GenericTypeResolver.java:232"$0$"	@SuppressWarnings(""rawtypes"")"
"GenericTypeResolver.java:233"$1$"	public static Class<?> resolveType(Type genericType, Map<TypeVariable, Type> map) {"
"GenericTypeResolver.java:234"$1$"		return ResolvableType.forType(genericType, new TypeVariableMapVariableResolver(map)).toClass();"
"GenericTypeResolver.java:235"$1$"	}"
"GenericTypeResolver.java:236"$0$""
"GenericTypeResolver.java:237"$0$"	/**"
"GenericTypeResolver.java:238"$1$"	 * Build a mapping of {@link TypeVariable#getName TypeVariable names} to"
"GenericTypeResolver.java:239"$1$"	 * {@link Class concrete classes} for the specified {@link Class}."
"GenericTypeResolver.java:240"$0$"	 * Searches all super types, enclosing types and interfaces."
"GenericTypeResolver.java:241"$0$"	 * @see #resolveType(Type, Map)"
"GenericTypeResolver.java:242"$0$"	 */"
"GenericTypeResolver.java:243"$0$"	@SuppressWarnings(""rawtypes"")"
"GenericTypeResolver.java:244"$1$"	public static Map<TypeVariable, Type> getTypeVariableMap(Class<?> clazz) {"
"GenericTypeResolver.java:245"$1$"		Map<TypeVariable, Type> typeVariableMap = typeVariableCache.get(clazz);"
"GenericTypeResolver.java:246"$1$"		if (typeVariableMap == null) {"
"GenericTypeResolver.java:247"$1$"			typeVariableMap = new HashMap<>();"
"GenericTypeResolver.java:248"$1$"			buildTypeVariableMap(ResolvableType.forClass(clazz), typeVariableMap);"
"GenericTypeResolver.java:249"$1$"			typeVariableCache.put(clazz, Collections.unmodifiableMap(typeVariableMap));"
"GenericTypeResolver.java:250"$1$"		}"
"GenericTypeResolver.java:251"$0$"		return typeVariableMap;"
"GenericTypeResolver.java:252"$0$"	}"
"GenericTypeResolver.java:253"$0$""
"GenericTypeResolver.java:254"$0$"	@SuppressWarnings(""rawtypes"")"
"GenericTypeResolver.java:255"$1$"	private static void buildTypeVariableMap(ResolvableType type, Map<TypeVariable, Type> typeVariableMap) {"
"GenericTypeResolver.java:256"$1$"		if (type != ResolvableType.NONE) {"
"GenericTypeResolver.java:257"$1$"			Class<?> resolved = type.resolve();"
"GenericTypeResolver.java:258"$1$"			if (resolved != null && type.getType() instanceof ParameterizedType) {"
"GenericTypeResolver.java:259"$1$"				TypeVariable<?>[] variables = resolved.getTypeParameters();"
"GenericTypeResolver.java:260"$1$"				for (int i = 0; i < variables.length; i++) {"
"GenericTypeResolver.java:261"$1$"					ResolvableType generic = type.getGeneric(i);"
"GenericTypeResolver.java:262"$1$"					while (generic.getType() instanceof TypeVariable<?>) {"
"GenericTypeResolver.java:263"$1$"						generic = generic.resolveType();"
"GenericTypeResolver.java:264"$1$"					}"
